CVE_CARRERA,CARRERA,TOTAL,HOMBRE,PCT_HOMBRE,MUJER,PCT_MUJER,MATRICULA,MATRICULA_H,MATRICULA_M,EGRESADOS_H,EGRESADOS_M,NUEVO_INGRESO_H,NUEVO_INGRESO_M,LUGARES,SOLICITUDES,PCT_TOTAL,RANK_EGRESADOS,X30.O.MAS,PCT_30MAS,MENOR.DE.30,PCT_30MENOS,ACTIVA,NO.ACTIVA,OCUPADO,TASA_OCUPACION,DESOCUPADO,TASA_DESOCUPACION,DISPONIBLE,NO.DISPONIBLE,FORMAL,INFORMAL,TASA_INFORMALIDAD,DESANIMADO,INGRESO.CERO,CUENTAPROPIA,%_CUENTAPROPIA,EMPLEADOR,%_EMPLEADOR,SIN.PAGO,%_SIN.PAGO,SUBORDINADO,%_SUBORDINADO,AGRICULTURA.Y.GANADERIA,%_AGRICULTURA,COMERCIO,%_COMERCIO,CONSTRUCCION,%_GOBIERNO,GOBIERNO.Y.ORGANISMOS.INTERNACIONALES,%_GOBIERNO,INDUSTRIA.EXTRACTIVA,%_EXTRACTIVA,INDUSTRIA.MANUFACTURERA,%_MANUFACTURA,RESTAURANTES.Y.ALOJAMIENTOS,%_RESTAURANTES,SERVICIOS.DIVERSOS,%_SERVDIVERSOS,SERVICIOS.PROFESIONALES..FINANCIEROS.Y.CORPORATIVOS,%_SERVPROFESIONALES,SERVICIOS.SOCIALES,%_SERVSOCIALES,TRANSPORTES.Y.COMUNICACIONES,%_TRANSPORTES,INGRESO,RANK_INGRESO,INGRESO_Q25,INGRESO_Q50,INGRESO_Q75,INGRESO_Q100,INGRESO_H,INGRESO_M,INGRESO_30MENOS,INGRESO_30MAS,INGRESO_FORMAL,INGRESO_INFORMAL,PROB_EMPL_CAL,COSTO_TOTAL_PRIVADA,TIEMPO_INVERSION_PRIV,CI_PRI,RSI_PRI,COSTO_TOTAL_PUBLICA,TIEMPO_INVERSION_PUB,CI_PUB,RSI_PUB,CARRERA.PROFESIONAL,POSGRADO,%_POSGRADO,INGRESO_LIC,ING_POSG,INCREMENTO_POSGRADO
312,Sociología y antropología,69886,29999,0.429256217,39888,0.570758092,19526,7497,12029,872,1521,1651,2595,6949,8291,0.004388681,48,61049,0.873551212,8838,0.126463097,54480,15406,52363,0.9611,2117,0.0389,2056,13351,29980,22383,0.4275,758,20331,10944,0.20900254,2281,0.043561293,215,0.004105953,38923,0.743330214,NA,NA,7586,0.144873288,1921,0.03668621,13467,0.257185417,457,0.008727537,4006,0.076504402,3416,0.065236904,3747,0.071558161,5934,0.113324294,10220,0.195175983,1293,0.024693008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6386,NA,NA,NA,NA,NA,NA,NA,NA,52412,17475,0.250050082,NA,NA,NA
313,Ciencias políticas,133776,64976,0.485707451,68799,0.514285074,42068,16974,25094,2303,4072,3594,4876,17357,17803,0.008400827,33,99293,0.742233285,34483,0.257766715,105896,27880,99288,0.9376,6608,0.0624,4125,23754,71428,27860,0.2806,3400,51028,10673,0.107495367,4641,0.046742809,1797,0.018098864,82178,0.827673032,340,0.003424382,12408,0.124969785,922,0.009286117,19344,0.194827169,NA,NA,10302,0.103758762,4122,0.041515591,6994,0.070441544,20648,0.20796068,10063,0.101351624,10375,0.104493997,23810,14,13962,20370.2,29356,104369.888,25327.784,22485.264,21478.568,24866.68,25466.688,20428.912,0.7169,507879,21.33061323,Muy Insegura,6.2,29590,1.242762243,Insegura,13.9,118232,15544,0.116194235,19591.308,37539.656,191.613832
314,Economía,144332,87640,0.607211152,56691,0.392781919,39034,22973,16061,2186,1961,4970,3378,13129,16559,0.009063719,31,111950,0.775642269,32381,0.224350802,111543,32789,106051,0.9508,5492,0.0492,2131,30658,82732,23319,0.2199,2108,46742,14482,0.13655694,6226,0.058707603,1579,0.014889063,83764,0.789846395,2804,0.026440109,21096,0.19892316,2721,0.025657467,16852,0.158904678,1001,0.009438855,7974,0.075190239,2892,0.027269898,4682,0.04414857,27178,0.256272925,11322,0.106759955,6686,0.063045139,29754,2,14589.216,23986,39720.816,151434,31332.16,26877.208,28167.44,30064.84,32135.512,15995.44,0.7858,97957,3.292218994,Excelente,11.5,44483,1.495021055,Excelente,14,125668,18663,0.129306044,23557.014,56012.825,237.7755729
315,Trabajo y atención social,157770,15360,0.097356912,142410,0.902643088,33087,4855,28232,1133,6765,1518,7150,14585,12965,0.009907595,30,125492,0.795411041,32279,0.204595297,107174,50596,104129,0.9716,3045,0.0284,4726,45870,79150,24979,0.2399,2153,41161,7710,0.074042774,1246,0.011965927,2534,0.0243352,92638,0.889646496,105,0.001008365,15736,0.151120245,642,0.006165429,24432,0.234632043,485,0.004657684,3964,0.038068165,5184,0.049784402,4604,0.044214388,6850,0.065783787,40458,0.388537295,1336,0.012830239,17018,43,10450.736,14821.2,20406,90395,17447.488,16934.832,13446.48,18335.328,18159.192,12449.808,0.8087,88790,5.21745119,Excelente,8.7,33790,1.985557785,Buena,11.3,152016,5755,0.03647715,14617.098,27548.312,188.4663563
315,TSU. Trabajo y atención social,53160,2875,0.054082017,50285,0.945917983,300,148,152,11,32,30,21,92,51,0.016631574,13,50878,0.957072987,2282,0.042927013,22584,30576,21802,0.9654,782,0.0346,2550,28026,12180,9622,0.4413,1512,8140,5618,0.257682781,415,0.019034951,730,0.033483167,15039,0.689799101,658,0.030180717,5980,0.274286763,NA,NA,4025,0.18461609,NA,NA,1840,0.084395927,1912,0.087698376,2034,0.093294193,880,0.040363269,3548,0.162737364,572,0.026236125,12903.752,10,7429.216,11616.384,16969.2,39057.8,14682.296,12676.064,10426.392,13105.664,15419.776,8626.368,0.7758,NA,NA,NA,NA,31864,2.4693593,Buena,8.5,NA,NA,NA,NA,NA,NA
321,Comunicación y periodismo,251824,105777,0.420043364,146046,0.579952665,58094,27099,30995,4333,6143,6678,7094,29843,25243,0.015813971,18,194650,0.77296048,57173,0.227035549,202169,49654,193919,0.9592,8250,0.0408,7085,42570,140363,53556,0.2762,5542,107805,32850,0.169400626,10446,0.053867852,2559,0.013196231,148063,0.763530134,717,0.00369742,28157,0.1451998,2209,0.011391354,13679,0.070539761,1672,0.008622157,15143,0.078089305,7640,0.039397893,14753,0.076078156,45665,0.235484919,31290,0.16135603,31983,0.164929687,20596,23,11885.6,17864.2,24916.8,87602.6,21966.88,19508.136,16668.48,21929.648,22906.272,15416.912,0.7326,391302,18.9985112,Insegura,6.1,40929,1.987186533,Insegura,12.2,237884,13940,0.055356122,17571.816,34420.639,195.8854964
331,Derecho,1280593,675881,0.527787517,604712,0.472212483,368709,164796,203913,32175,38812,43633,54004,152160,174183,0.080418311,1,1027205,0.802132293,253388,0.197867707,1041000,239593,1004911,0.9653,36089,0.0347,33068,206525,723384,281527,0.2802,28926,511855,213076,0.212034698,78133,0.077751164,13960,0.013891777,699742,0.696322361,11298,0.011242787,105635,0.105118762,13382,0.013316602,297630,0.296175482,8517,0.008475377,35641,0.035466822,23900,0.023783201,40004,0.0398085,352535,0.350812161,79302,0.078914451,31276,0.031123154,22299,19,11957.2,17583.528,26921.6,214800,23348.76,20845.624,17163.952,23696.736,24653.312,15686.128,0.7294,208023,9.328760474,Insegura,8.2,52710,2.363772105,Insegura,12.1,1168413,112180,0.087600042,18254.916,40639.005,222.6195125
332,Criminología y criminalística,126371,59017,0.467013793,67354,0.532986207,62877,24124,38753,5221,7844,8036,12256,29642,26719,0.00793581,34,58312,0.461434981,68060,0.538572932,108147,18224,100667,0.9308,7480,0.0692,3011,15213,64752,35915,0.3568,1857,45889,16090,0.159833908,2240,0.022251582,2237,0.022221781,80100,0.795692729,1921,0.019082718,17595,0.174784189,2710,0.026920441,30190,0.299899669,1306,0.012973467,3708,0.036834315,5092,0.050582614,7404,0.073549425,15251,0.151499498,9076,0.090158642,4395,0.043658796,17581,37,10641.192,14703.776,21139.184,111624.4,19377.824,16227.424,14384.44,21720.576,19690,13329.056,0.6419,147454,8.387282756,Muy Insegura,7.6,45646,2.596375199,Muy Insegura,10.8,109451,16920,0.133891478,14717.7,27490.947,186.7883365
411,Negocios y comercio,358787,163706,0.456276286,195081,0.543723714,157779,66969,90810,10930,17058,18099,23186,62875,65420,0.022531003,12,229296,0.6390867,129490,0.360910512,311808,46979,298492,0.9573,13315,0.0427,6844,40135,241252,57241,0.1918,5275,155446,34261,0.114780296,22894,0.076698873,3665,0.012278386,237672,0.796242445,3391,0.011360438,68062,0.228019511,5348,0.017916728,15034,0.050366509,4785,0.01603058,45643,0.152911971,10603,0.03552189,12269,0.041103279,61002,0.204367286,17374,0.058205915,50654,0.16969969,22419,17,13267.48,19260.4,27734.976,90574,24369.776,20342.992,19244.648,24598.896,23330.144,16899.032,0.7886,274405,12.23962719,Buena,7.5,46204,2.060894426,Buena,12.3,322343,36444,0.101575587,18272.304,42925.41,234.9206208
412,Mercadotecnia y publicidad,250662,111943,0.446589431,138720,0.553414558,92577,37369,55208,4970,8023,8948,12955,42967,41571,0.015741,19,172994,0.690148487,77669,0.309855503,215885,34777,205950,0.954,9936,0.046,3374,31404,152234,53715,0.2608,4084,110975,33401,0.162180141,18886,0.091701869,3215,0.015610585,150448,0.730507405,3394,0.016479728,55020,0.267152221,3824,0.018567613,10278,0.049905317,821,0.003986404,25256,0.122631707,11711,0.056863316,9334,0.04532168,59387,0.288356397,15364,0.074600631,10369,0.050347172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7298,NA,NA,NA,NA,NA,NA,NA,NA,232620,18043,0.071981393,NA,NA,NA
413,Finanzas banca y seguros,103370,58664,0.567514753,44706,0.432485247,28968,16391,12577,2709,2550,4052,3123,10176,11154,0.0064914,42,83067,0.803589049,20303,0.196410951,89576,13794,86361,0.9641,3214,0.0359,2053,11741,73549,12812,0.1484,1454,48828,6130,0.070981114,6717,0.077778164,1202,0.01391832,72312,0.837322402,1569,0.018167923,13103,0.151723579,1210,0.014010954,4113,0.047625664,377,0.004365396,13685,0.158462732,4358,0.050462593,3334,0.038605389,33880,0.392306713,5166,0.059818668,5403,0.062562962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8309,NA,NA,NA,NA,NA,NA,NA,NA,49809,53561,0.518148399,NA,NA,NA
414,Contabilidad y fiscalización,1186243,533565,0.449794014,652678,0.550205986,213291,91817,121474,15607,23564,25303,30603,91280,96639,0.074493346,3,1019081,0.859082835,167162,0.140917165,901600,284644,880802,0.9769,20797,0.0231,28244,256400,700952,179850,0.2042,19252,442798,143812,0.163273925,71648,0.081344048,11222,0.012740661,654121,0.742642501,17228,0.019559447,169963,0.192963912,26690,0.030301929,79248,0.089972548,10380,0.011784714,97025,0.11015529,34560,0.039236968,30884,0.035063499,294808,0.334704054,58747,0.066697169,54978,0.062418114,22024,20,12315.2,17520.52,25776,247020,23534.92,20592.16,18260.864,22859.016,23524.896,15000.2,0.8146,203785,9.252793296,Excelente,8.2,43689,1.983685189,Excelente,12.4,1158637,27606,0.023271792,18873.432,37500.32,198.6936981
414,TSU. Contabilidad y fiscalización,444721,138328,0.311044453,306393,0.688955547,5194,2070,3124,499,960,1227,1673,3401,3496,0.139134883,2,435505,0.979276895,9216,0.020723105,227773,216948,224666,0.9864,3107,0.0136,17756,199193,125026,99640,0.4435,11284,87078,54623,0.243129802,14116,0.062831047,6768,0.030124718,149160,0.663918884,5472,0.024356155,67668,0.301193772,6844,0.030462998,16946,0.075427524,1739,0.007740379,27272,0.121389084,19947,0.08878513,22819,0.101568551,23774,0.105819305,15354,0.068341449,15716,0.06995273,14398.76,5,9253.584,12315.2,17198.32,93187.4,15451.28,13480.848,10810.168,14554.848,16015.488,11215.424,0.7436,NA,NA,NA,NA,23152,1.607916237,Buena,10.7,NA,NA,NA,NA,NA,NA
420,Planes multidisciplinarios o generales del campo de administración y gestión,353241,184876,0.52337073,168365,0.47662927,152995,64486,88509,9958,15895,16556,21369,65763,71033,0.022182727,14,294956,0.834999335,58284,0.164997834,278932,74310,269096,0.9647,9836,0.0353,7450,66860,207217,61878,0.2299,4508,142684,35000,0.130065107,20908,0.077697179,3943,0.014652763,209245,0.777584951,4492,0.016692927,54613,0.202949877,7526,0.027967714,26686,0.09916907,3132,0.011638969,34169,0.12697699,15221,0.056563457,10543,0.039179326,60774,0.225845052,30666,0.11395933,19437,0.072230728,23887,13,11720.92,18007.4,27924,173594.2,26476.248,20489.056,15872.288,25614.184,26327.32,15015.952,0.7842,280890,11.75902132,Buena,7.8,49110,2.055913479,Buena,12.6,274128,79113,0.223963243,17893.494,43415.471,242.6327189
420,TSU. Planes multidisciplinarios o generales del campo de administración y gestión,49761,15143,0.304314624,34618,0.695685376,3226,1376,1850,519,789,735,912,2523,1959,0.015568167,14,40153,0.806917064,9608,0.193082936,30539,19222,29458,0.9646,1082,0.0354,2190,17032,16383,13074,0.4438,475,13295,4246,0.144137416,660,0.02240478,753,0.025561817,23799,0.807895988,452,0.015343879,9964,0.33824428,443,0.01503836,4919,0.166983502,NA,NA,2687,0.091214611,1418,0.04813633,3405,0.115588295,1772,0.060153439,3611,0.122581302,786,0.026682056,12918.072,9,9668.864,10883.2,15520.016,51229.8,12180.592,13187.288,10920.432,13515.216,14372.984,9866.48,0.706,202314,15.6613154,Insegura,3.8,26776,2.072755129,Insegura,8.9,NA,NA,NA,NA,NA,NA
421,Administración de empresas,1270936,580640,0.456860141,690297,0.543140646,261487,107660,153827,18397,29140,29577,38175,110995,102219,0.079811873,2,992284,0.780750565,278652,0.219249435,1030235,240701,996801,0.9675,33434,0.0325,24069,216632,778817,217984,0.2187,13838,500652,114197,0.114563489,68135,0.068353663,13941,0.01398574,800529,0.803098111,12827,0.012868165,251260,0.25206636,29322,0.029416102,86546,0.086823749,11748,0.011785702,156424,0.156926006,57502,0.057686539,45598,0.045744336,185333,0.185927783,90805,0.091096417,62161,0.062360491,22396,18,12243.6,17184,25561.2,273870,25207.496,19561.12,16722.896,24358.32,23739.696,16241.744,0.7913,228756,10.21392647,Buena,8,50156,2.239459058,Buena,12.1,1162978,107959,0.084944482,18299.628,43317.131,236.7104457
422,Administración turística y de restaurantes,61850,15563,0.251624899,46287,0.748375101,31524,9256,22268,1616,4413,2518,5060,13556,14977,0.003884038,52,45801,0.740517381,16049,0.259482619,46618,15232,43772,0.9389,2847,0.0611,3758,11473,32741,11031,0.252,1838,18286,4067,0.092913278,1754,0.040071278,NA,NA,37425,0.854998629,399,0.009115416,6798,0.155304761,438,0.010006397,2131,0.04868409,NA,NA,1695,0.038723385,12367,0.282532212,2333,0.053298913,9846,0.224938317,4083,0.093278808,2169,0.049552225,18244,32,12028.8,16204.512,21952.56,57459,20527.72,16651.296,14702.344,19566.848,19757.304,12040.256,0.7459,451397,24.74265061,Muy Insegura,5,44415,2.434541715,Insegura,11.1,57254,4596,0.074308812,15410.736,26889.434,174.4850733
423,Administración pública,48254,27252,0.564761471,21001,0.435217806,13456,6393,7063,1037,901,1884,1546,5973,12565,0.003030241,55,41743,0.865068181,6510,0.134911095,39051,9203,38318,0.9812,733,0.0188,1456,7747,29477,8841,0.2307,319,19271,5769,0.150555875,2786,0.072707344,NA,NA,29587,0.77214364,NA,NA,3704,0.096664753,NA,NA,17816,0.464951198,210,0.005480453,994,0.025940811,690,0.018007203,1724,0.04499191,6189,0.161516781,4727,0.123362388,1945,0.050759434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,24297,23957,0.496476976,NA,NA,NA
424,Administración en el ámbito de la ingeniería y la construcción,79106,33382,0.421990747,45724,0.578009253,21405,14101,7304,2266,1273,2598,1299,7086,5589,0.004967676,45,35639,0.450522084,43467,0.549477916,66194,12912,62681,0.9469,3514,0.0531,2904,10008,46953,15728,0.2509,1056,28093,5856,0.09342544,2109,0.03364656,1544,0.024632664,53172,0.848295337,515,0.008216206,17224,0.274788213,2106,0.033598698,1517,0.024201911,1430,0.022813931,17568,0.28027632,3152,0.050286371,1761,0.028094638,9406,0.150061422,2795,0.044590865,5150,0.082162059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7434,NA,NA,NA,NA,NA,NA,NA,NA,74323,4782,0.060450535,NA,NA,NA
511,Biología,110499,46739,0.422981203,63760,0.577018797,30090,12674,17416,1664,2516,2802,3470,10664,12401,0.006939084,37,91303,0.826278971,19196,0.173721029,84312,26187,80657,0.9566,3655,0.0434,3516,22672,61240,19417,0.2407,2921,38550,8596,0.106574755,2177,0.026990838,2159,0.026767671,67725,0.839666737,4502,0.055816606,10883,0.134929392,753,0.00933583,9336,0.115749408,424,0.005256828,5184,0.064272165,3972,0.049245571,2143,0.0265693,9697,0.120225151,32314,0.400634787,1253,0.015534919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7648,NA,NA,NA,NA,NA,NA,NA,NA,94659,15840,0.143349714,NA,NA,NA
512,Bioquímica y biofísica,113060,37597,0.332540244,75464,0.667468601,42322,16653,25669,2158,3450,3215,4884,12018,18162,0.007099909,36,77383,0.684441889,35678,0.315566956,83206,29854,79236,0.9523,3970,0.0477,3540,26314,65289,13947,0.176,2064,32574,5217,0.065841284,6491,0.081919834,797,0.010058559,66730,0.842167702,3365,0.04246807,9568,0.120753193,NA,NA,4767,0.060162048,647,0.00816548,13334,0.168282094,1519,0.019170579,2244,0.02832046,4146,0.052324701,37615,0.474721086,1710,0.0215811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8233,NA,NA,NA,NA,NA,NA,NA,NA,107528,5532,0.048929772,NA,NA,NA
513,Ecología y ciencias ambientales,35299,15725,0.445480042,19574,0.554519958,6140,2457,3683,376,609,626,801,3714,2357,0.002216696,61,30031,0.850760645,5268,0.149239355,27491,7808,24654,0.8968,2837,0.1032,536,7272,18870,5784,0.2346,314,11029,3110,0.126145859,652,0.026446013,NA,NA,20710,0.840025959,413,0.016751846,2234,0.090614099,NA,NA,2445,0.099172548,NA,NA,2833,0.114910359,274,0.011113815,707,0.028676888,4704,0.190800681,9922,0.402449907,372,0.015088829,20539,24,11935.72,19563.984,24942.576,83772,18469.936,22592.664,18051.792,20852.784,23070.952,12910.912,0.7469,NA,NA,NA,NA,27158,1.322253629,Buena,13.3,24470,10828,0.306750899,14794.704,32186.682,217.5554306
522,Química,47924,22751,0.474730824,25174,0.525290043,11277,6255,5022,789,679,1121,866,3472,3713,0.003009518,56,34138,0.712336199,13786,0.287663801,37118,10807,34572,0.9314,2545,0.0686,776,10032,27208,7364,0.213,740,19128,3084,0.089205137,266,0.007694088,635,0.018367465,30587,0.88473331,NA,NA,3645,0.105432142,NA,NA,1632,0.047205831,483,0.013970843,11338,0.327953257,464,0.013421266,1428,0.041305102,3018,0.087296078,10938,0.3163832,NA,NA,22736,16,14176.8,19833.2,27405.616,82340,25060,20325.808,19452.288,24083.376,24999.856,13303.28,0.7778,207188,9.112827206,Buena,8.4,32191,1.415868779,Buena,13.4,40598,7327,0.152887906,18018.936,39462.203,219.0040688
531,Matemáticas,47086,25365,0.538695154,21721,0.461304846,13174,9134,4040,764,444,1681,777,3976,6382,0.002956893,57,44780,0.951025783,2306,0.048974217,31020,16066,30988,0.9989,33,0.0011,1738,14328,27528,3460,0.1117,NA,14448,3632,0.117206661,834,0.026913644,NA,NA,26434,0.853039886,654,0.021104944,3292,0.106234671,1034,0.033367755,1354,0.043694333,NA,NA,NA,NA,433,0.013973151,NA,NA,2242,0.072350587,20793,0.671001678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30356,16730,0.35530731,NA,NA,NA
610,Planes multidisciplinarios o generales del campo de innovación en tecnologías de la información y la comunicación,57588,44166,0.766930611,13422,0.233069389,27953,20803,7150,2877,1487,4573,1334,11495,15193,0.003616395,53,46348,0.804820449,11240,0.195179551,51326,6262,49968,0.9735,1358,0.0265,1026,5236,42694,7274,0.1456,145,26212,5914,0.118355748,470,0.00940602,57,0.00114073,43527,0.871097502,NA,NA,3974,0.0795309,1564,0.031300032,6049,0.121057477,NA,NA,5923,0.118535863,285,0.00570365,4121,0.082472783,19001,0.380263369,7069,0.141470541,1478,0.029578931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8476,NA,NA,NA,NA,NA,NA,NA,NA,53921,3667,0.06367646,NA,NA,NA
611,Ciencias computacionales,109896,51067,0.464684793,58829,0.535315207,8943,7218,1725,775,215,1648,426,3812,4596,0.006901217,38,86379,0.78600677,23518,0.214002329,92994,16903,89313,0.9604,3680,0.0396,3868,13036,66216,23097,0.2586,1839,46050,14932,0.167187308,3714,0.041584092,NA,NA,69939,0.783077492,NA,NA,9244,0.10350117,1562,0.017489055,8088,0.090557925,NA,NA,6497,0.072744169,1547,0.017321107,9904,0.110890912,20937,0.23442276,14746,0.165104744,16216,0.181563714,25676,5,14471.792,19045.6,31544.096,164680,26821.36,23722.512,17118.128,28654.32,27745,17327.2,0.7396,90757,3.534734707,Excelente,11,42437,1.652804046,Buena,13.3,102326,7571,0.068892407,21141.324,43574.454,206.1103363
613,Desarrollo de software,540061,384123,0.711258543,155938,0.288741457,149783,116754,33029,13074,3997,32744,9483,62841,75973,0.033914595,8,400754,0.742053213,139307,0.257946787,488546,51514,471558,0.9652,16988,0.0348,8140,43374,381827,89731,0.1903,5437,223267,51654,0.109539017,15556,0.032988519,4418,0.009368943,399929,0.8481014,1989,0.004217933,68324,0.144889918,14732,0.03124112,35819,0.075958843,7007,0.014859254,70124,0.148707052,10018,0.02124447,31404,0.066596262,142242,0.30164264,38410,0.081453395,47780,0.101323697,24758,10,12469.856,19174.48,29177,118856,25085.776,23712.488,19081.4,26938.784,26719.688,15614.528,0.7923,466769,18.8533753,Buena,6.7,49504,1.999527584,Buena,12.7,525964,14097,0.026102607,21225.78,43394.164,204.440845
613,TSU. Desarrollo de software,93026,38250,0.41117537,54776,0.58882463,682,521,161,23,4,16,5,70,40,0.029104004,7,80920,0.869864339,12106,0.130135661,66980,26046,64849,0.9682,2132,0.0318,4556,21490,35880,28968,0.4467,2588,25230,14507,0.223704298,2940,0.045336088,1906,0.029391355,45496,0.701568259,NA,NA,20567,0.317152153,2757,0.042514148,3700,0.057055622,1083,0.016700335,11266,0.173726657,5470,0.084349797,7851,0.121065861,6244,0.096285216,2163,0.033354408,3243,0.050008481,14244.104,7,9193.44,12816.4,17072.304,37840.6,15595.912,12464.128,12369.616,14622.152,16058.448,11471.752,0.6379,135841,9.536647584,Insegura,6.1,27403,1.92381353,Muy Insegura,10.1,NA,NA,NA,NA,NA,NA
620,TSU. Planes multidisciplinarios o generales del campo de implementación de las tecnologías de la información y la comunicación,77081,34211,0.443831813,42870,0.556168187,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02411547,9,69828,0.905904179,7253,0.094095821,59816,17265,57413,0.9598,2403,0.0402,2184,15082,35040,22373,0.3897,1192,25425,12895,0.2246007,1297,0.022590702,1324,0.023060979,41898,0.729765036,748,0.013028408,18008,0.313657186,1673,0.029139742,4393,0.076515772,202,0.003518367,11538,0.200964938,3969,0.069130685,5087,0.088603626,5344,0.093079964,2725,0.047463118,2974,0.051800115,13982.048,8,8308.464,12544.32,17596.416,46146.2,14927.168,12770.576,12479.88,14235.512,14799.72,12249.328,0.6631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622, Informática,270026,166962,0.618318236,103064,0.381681764,53360,37993,15367,5012,2329,9902,4235,23848,20742,0.016957015,17,225689,0.8358047,44337,0.1641953,234948,35078,228123,0.971,6825,0.029,5706,29372,188458,39665,0.1739,5589,105514,22285,0.097688528,10371,0.045462316,1110,0.004865796,194356,0.851978976,1285,0.005632926,37451,0.164170206,3656,0.016026442,30058,0.131762251,5706,0.025012822,30556,0.133945284,3577,0.015680137,15457,0.067757306,53814,0.235899054,28487,0.124875615,16372,0.0717683,20521,25,11670.8,17148.2,25902.016,136040,22059.96,17672.312,19947.76,20695.264,21966.88,13575.36,0.8071,156462,7.624645721,Excelente,8.5,48063,2.342187543,Buena,11.7,257976,12050,0.044625332,17363.16,39398.282,226.9073256
622,TSU.  Informática,80200,34642,0.431945137,45558,0.568054863,11204,8338,2866,1646,579,4875,1688,8012,7992,0.025091277,8,70596,0.880249377,9603,0.119738155,58044,22156,57117,0.984,927,0.016,3136,19019,37069,20048,0.351,1758,21828,11092,0.194197875,2350,0.041143617,1115,0.019521333,42560,0.745137175,700,0.012255546,12846,0.22490677,1376,0.024090901,2841,0.049740007,1746,0.030568832,12208,0.213736716,3303,0.057828667,5523,0.096696255,6588,0.115342192,5966,0.104452265,3419,0.059859586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,Mecánica y profesiones afines al trabajo metálico,205424,185730,0.904129995,19694,0.095870005,61851,46430,15421,8906,2572,8773,2704,20389,22774,0.012900157,24,146888,0.715047901,58535,0.284947231,171332,34091,166830,0.9737,4502,0.0263,2721,31370,135787,31043,0.1861,3204,81780,16418,0.098411557,13486,0.08083678,3138,0.018809567,133788,0.801942097,3490,0.020919499,19816,0.118779596,15012,0.089983816,2904,0.017406941,7735,0.046364563,51446,0.308373794,3100,0.01858179,26776,0.160498711,15040,0.090151651,12769,0.076538992,8300,0.049751244,24152,11,12852.2,19332,28890.6,104536,23165.464,29237.144,22695.768,24810.832,25980.776,14835.52,0.8114,1247185,51.63875524,Insegura,4,51344,2.125859635,Excelente,12.5,202891,2533,0.012330594,20771.208,42794.29,206.0269677
711,TSU. Mecánica y profesiones afines al trabajo metálico,107101,106048,0.990168159,1053,0.009831841,14681,12589,2092,3682,665,6756,1077,9734,9549,0.033507491,4,93996,0.877638864,13105,0.122361136,90773,16328,88945,0.9799,1828,0.0201,2545,13784,63240,25705,0.289,2378,32272,13573,0.152599921,5982,0.067255045,NA,NA,69032,0.776120074,1029,0.011568947,8298,0.093293608,5896,0.066288156,3430,0.038563157,2561,0.028793074,41901,0.471088875,2998,0.033706223,13177,0.148147732,3103,0.034886728,1810,0.020349654,4642,0.052189555,18710.512,1,12315.2,16654.16,23038.016,75860.2,18787.84,11635,14978.72,19326.272,19291.904,16674.208,0.7207,67283,3.595999938,Excelente,10.1,24296,1.298521387,Excelente,12.6,NA,NA,NA,NA,NA,NA
712,Electricidad y generación de energía,105498,97781,0.926851694,7717,0.073148306,30734,24289,6445,3073,1092,4649,1120,8773,10107,0.006625033,41,86151,0.816612637,19347,0.183387363,84529,20969,80512,0.9525,4018,0.0475,3587,17382,61349,19162,0.238,3974,37883,11512,0.142984897,8354,0.10376093,NA,NA,59844,0.743292925,1161,0.014420211,9936,0.123410175,17272,0.214527027,2760,0.034280604,6762,0.08398748,13992,0.173787758,2685,0.033349066,5864,0.072833863,5804,0.072088633,11512,0.142984897,2332,0.028964626,25647,6,14632.176,22231.8,32041,101994.2,25814.664,20738.224,21179.28,26343.072,27739.272,16084.224,0.7426,613495,23.92061955,Insegura,6.1,50877,1.983731507,Insegura,12.8,96203,9295,0.088105936,21282.912,43810.47,205.8481001
